image_1,image_2,legit_pair
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_22.PNG,1
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_05.PNG,1
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_15.PNG,1
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_06.PNG,1
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_16.PNG,1
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_09.PNG,1
data_set/train/genuine/014_21.PNG,data_set/train/genuine/014_18.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_08.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_10.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_11.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_12.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_23.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_19.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_22.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_05.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_21.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_06.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_16.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_09.PNG,1
data_set/train/genuine/014_15.PNG,data_set/train/genuine/014_18.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_08.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_10.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_11.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_12.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_23.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_19.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_22.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_05.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_21.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_15.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_16.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_09.PNG,1
data_set/train/genuine/014_06.PNG,data_set/train/genuine/014_18.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_08.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_10.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_11.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_12.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_23.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_19.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_22.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_05.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_21.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_15.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_06.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_09.PNG,1
data_set/train/genuine/014_16.PNG,data_set/train/genuine/014_18.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_08.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_10.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_11.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_12.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_23.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_19.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_22.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_05.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_21.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_15.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_06.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_16.PNG,1
data_set/train/genuine/014_09.PNG,data_set/train/genuine/014_18.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_08.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_10.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_11.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_12.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_23.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_19.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_22.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_05.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_21.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_15.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_06.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_16.PNG,1
data_set/train/genuine/014_18.PNG,data_set/train/genuine/014_09.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_06.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_16.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_01.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_12.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_09.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_08.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_22.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_24.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_05.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_07.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_10.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_19.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_15.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0106015_01.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0213015_02.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0106015_04.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0106015_03.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0210015_02.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0210015_03.png,0
data_set/train/genuine/015_21.PNG,data_set/train/forgeries/0213015_01.png,0
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_16.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_01.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_12.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_09.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_08.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_22.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_15.PNG,1
data_set/train/genuine/015_06.PNG,data_set/train/genuine/015_21.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_06.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_01.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_12.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_09.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_08.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_22.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_15.PNG,1
data_set/train/genuine/015_16.PNG,data_set/train/genuine/015_21.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_06.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_16.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_12.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_09.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_08.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_22.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_15.PNG,1
data_set/train/genuine/015_01.PNG,data_set/train/genuine/015_21.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_06.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_16.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_01.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_09.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_08.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_22.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_15.PNG,1
data_set/train/genuine/015_12.PNG,data_set/train/genuine/015_21.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_06.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_16.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_01.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_12.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_08.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_22.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_15.PNG,1
data_set/train/genuine/015_09.PNG,data_set/train/genuine/015_21.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_06.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_16.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_01.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_12.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_09.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_22.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_15.PNG,1
data_set/train/genuine/015_08.PNG,data_set/train/genuine/015_21.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_06.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_16.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_01.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_12.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_09.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_08.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_24.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_05.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_07.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_10.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_19.PNG,1
data_set/train/genuine/015_22.PNG,data_set/train/genuine/015_15.PNG,1
